"Microchip","dftd","Sex","age","Weight","Headwidth","year","TrapID"
"982009106525696",1,"Male",17,8,105,2010,"FNP092"
"982009106540080",0,"Female",16,6.7,103,2011,"FNP118"
"982009106545663",1,"Male",18,8,110,2013,"FNP053"
"982009106606059",0,"Male",17,9,114,2010,"FNP122"
"982009106606059",0,"Male",17,9,114,2010,"FNP121"
"982009106676823",0,"Female",51,9.5,110.1,2016,"FNP033"
"982009106676823",0,"Female",56,7.3,108.4,2016,"FNP033"
"982009106676823",0,"Female",54,6.8,107.9,2016,"FNP035"
"982009106676823",0,"Female",18,8,100,2013,"FNP033"
"982009106676823",0,"Female",38,10.8,109,2015,"FNP033"
"982009106676823",0,"Female",53,8.4,109.2,2016,"FNP031"
"982009106676823",0,"Female",42,8.9,108.9,2015,"FNP034"
"985120015476925",0,"Female",27,5.3,102.5,2005,"FNP026"
"985120015476925",0,"Female",14,2.79,85.19,2004,"FNP002"
"985120015476925",0,"Female",32,5,100.4,2005,"FNP001"
"985120015476925",0,"Female",36,4.59,103.9,2006,"FNP002"
"985120015476925",0,"Female",39,6.3,106,2006,"FNP001"
"985120015476925",0,"Female",19,4.9,88,2004,"FNP001"
"985120015516664",0,"Female",15,5.09,92.69,2004,"FNP121"
"985120015626843",0,"Male",15,6.4,102,2004,"FNP158"
"985120015627174",0,"Male",19,7.9,109,2004,"FNP149"
"985120015995275",0,"Female",19,6.1,105.5,2004,"FNP118"
"985120015995557",0,"Female",19,6.3,105.3,2004,"FNP096"
"985120015995557",0,"Female",27,9,106.5,2005,"FNP221"
"985120015995852",0,"Female",19,6.3,100.5,2004,"FNP040"
"985120015996311",0,"Female",31,6.7,108,2004,"FNP086"
"985120015996311",0,"Female",27,7.8,107.9,2004,"FNP111"
"985120015997480",0,"Female",19,5.7,104.5,2004,"FNP039"
"985120015997480",0,"Female",27,8.9,116.1,2005,"FNP021"
"985120015999193",0,"Female",19,5.7,106.8,2004,"FNP122"
"985120015999193",0,"Female",19,5.7,106.8,2004,"FNP121"
"985120015999432",0,"Female",15,4.69,96.8,2004,"FNP120"
"985120015999432",0,"Female",27,7.5,116.1,2005,"FNP118"
"985120015999432",0,"Female",19,5.9,104.7,2004,"FNP120"
"985120015999432",0,"Female",32,5.3,113.5,2005,"FNP122"
"985120015999432",0,"Female",32,5.3,113.5,2005,"FNP121"
"985120015999796",0,"Male",21,8.19,117.6,2006,"FNP094"
"985120016002981",0,"Female",15,5.59,97.09,2004,"FNP101"
"985120016005146",0,"Male",26,8.3,103,2004,"FNP006"
"985120016005146",0,"Male",14,5.3,100,2003,"FNP005"
"985120016019072",0,"Male",15,5.4,101.1,2004,"FNP101"
"985120016020002",0,"Female",44,6.5,106.5,2004,"FNP106"
"985120016020002",0,"Female",39,8.39,109,2004,"FNP109"
"985120016020905",0,"Male",20,5.4,105.6,2005,"FNP007"
"985120016020905",0,"Male",33,7.9,116.1,2007,"FNP026"
"985120016022202",0,"Male",14,4.9,86.4,2004,"FNP026"
"985120016022249",0,"Female",19,5.8,102.8,2004,"FNP025"
"985120016022249",0,"Female",14,4,82.09,2004,"FNP150"
"985120016022249",0,"Female",32,6.19,105.5,2005,"FNP004"
"985120016022329",0,"Male",15,6.19,102.5,2004,"FNP091"
"985120016022329",0,"Male",19,8.3,112.2,2004,"FNP094"
"985120016022370",0,"Female",15,5.09,100.5,2004,"FNP122"
"985120016022370",0,"Female",19,5.6,105.9,2004,"FNP119"
"985120016022370",0,"Female",15,5.09,100.5,2004,"FNP121"
"985120016024442",0,"Female",15,6.09,100.4,2004,"FNP116"
"985120016024616",0,"Male",15,7,105.6,2004,"FNP121"
"985120016024616",0,"Male",15,7,105.6,2004,"FNP122"
"985120016024616",0,"Male",15,7.6,105.7,2004,"63"
"985120016025982",0,"Female",14,5,94.69,2004,"FNP149"
"985120016025982",0,"Female",19,5.9,98.2,2004,"FNP028"
"985120016028557",0,"Male",19,9.7,120.2,2004,"FNP086"
"985120016028557",0,"Male",15,7.4,111.6,2004,"FNP037"
"985120016030056",0,"Male",27,9.19,108,2004,"FNP033"
"985120016032124",0,"Female",26,5.19,104.3,2004,"FNP201"
"985120016032124",0,"Female",63,7.19,104.5,2007,"FNP202"
"985120016032124",0,"Female",15,4,98.8,2003,"FNP207"
"985120016032124",0,"Female",52,5.9,106.3,2006,"FNP199"
"985120016046647",0,"Male",14,5.5,92.69,2004,"FNP007"
"985120016046647",0,"Male",19,7.4,104.5,2004,"FNP026"
"985120016046647",0,"Male",27,9.2,112.2,2005,"49"
"985120016046743",0,"Female",15,5.09,100.6,2004,"FNP115"
"985120016055944",0,"Male",15,11.1,122.6,2004,"FNP142"
"985120016057245",0,"Female",15,5.19,99.59,2004,"FNP088"
"985120016060545",0,"Male",19,8.5,101.5,2004,"FNP147"
"985120016060545",0,"Male",15,7.5,105.4,2004,"FNP037"
"985120016060923",0,"Female",15,5.19,96.4,2004,"FNP091"
"985120016061752",0,"Female",27,9.9,111.4,2005,"FNP158"
"985120016061752",0,"Female",19,6.9,105.6,2004,"FNP118"
"985120016061752",0,"Female",15,6.19,106.9,2004,"FNP120"
"985120016061752",0,"Female",32,6.8,108.6,2005,"FNP120"
"985120016061875",0,"Female",19,5.09,100.3,2004,"FNP108"
"985120016062024",0,"Male",19,9.1,116.8,2004,"FNP142"
"985120016062024",0,"Male",15,7.59,108.5,2004,"FNP102"
"985120016062601",0,"Male",27,9.1,113.8,2004,"FNP086"
"985120016062601",0,"Male",31,10.1,122.2,2004,"FNP090"
"985120016062601",0,"Male",27,9.7,113.8,2004,"FNP086"
"985120016063435",0,"Female",27,6.9,103.5,2004,"FNP124"
"985120016063435",0,"Female",27,6.9,103.5,2004,"FNP105"
"985120016064676",0,"Female",39,6.4,104.8,2004,"FNP031"
"985120016065278",0,"Female",19,5.2,99.4,2004,"FNP020"
"985120016066498",0,"Female",14,6.59,90.8,2004,"FNP030"
"985120016069370",0,"Female",26,7,101,2004,"FNP005"
"985120016069370",0,"Female",39,9.1,109.2,2005,"59"
"985120016069370",0,"Female",31,6.9,102,2004,"FNP027"
"985120016069370",0,"Female",14,5.3,100.4,2003,"FNP009"
"985120016069464",0,"Female",31,7.6,111.7,2004,"FNP031"
"985120016071738",0,"Female",26,5,94.8,2004,"FNP195"
"985120016072001",0,"Female",32,6.7,107.3,2004,"FNP121"
"985120016072001",0,"Female",32,6.7,107.3,2004,"FNP122"
"985120016077148",0,"Male",15,5.5,100,2004,"FNP105"
"985120016077148",0,"Male",15,5.5,100,2004,"FNP124"
"985120016078264",0,"Female",20,5.5,100.3,2004,"FNP097"
"985120016079298",0,"Male",14,4.19,88.5,2004,"FNP198"
"985120016079298",0,"Male",32,7.3,110,2005,"FNP025"
"985120016079298",0,"Male",27,6.3,103.8,2005,"61"
"985120016080892",0,"Female",26,5.5,93.19,2004,"FNP028"
"985120016080892",0,"Female",31,6.6,96,2004,"FNP028"
"985120016083872",0,"Female",38,5.9,104.1,2004,"FNP164"
"985120016083872",0,"Female",43,5.1,94.3,2004,"FNP144"
"985120016083872",0,"Female",15,5,95.9,2002,"FNP162"
"985120016083872",0,"Female",26,6,107.8,2003,"FNP021"
"985120016084357",0,"Female",32,6.19,110,2005,"FNP022"
"985120016086299",0,"Female",14,5.69,97.3,2003,"FNP091"
"985120016086299",0,"Female",31,6.6,108.5,2004,"FNP090"
"985120016086565",0,"Female",19,5.5,99.8,2004,"FNP039"
"985120016086565",0,"Female",36,4.59,106,2006,"FNP040"
"985120016086565",0,"Female",32,5.4,106.8,2005,"FNP086"
"985120016086565",0,"Female",14,5.09,86.9,2004,"FNP164"
"985120016087267",0,"Male",27,7.4,125,2005,"FNP039"
"985120016087267",0,"Male",14,5,94.59,2004,"FNP164"
"985120016087267",0,"Male",19,6.8,99.1,2004,"FNP018"
"985120016092707",0,"Female",15,6.19,98.19,2004,"FNP118"
"985120016096194",0,"Male",19,7.6,113.5,2004,"FNP094"
"985120016099646",0,"Female",27,8.5,105,2004,"FNP040"
"985120016099832",0,"Male",32,8.1,115.1,2005,"FNP015"
"985120016099832",0,"Male",14,4.69,89.3,2004,"FNP003"
"985120016099832",0,"Male",19,7,97.8,2004,"FNP010"
"985120016099832",0,"Male",27,7.7,114.1,2005,"48a"
"985120016109807",0,"Female",14,4.9,79,2004,"51"
"985120016109807",0,"Female",14,4.3,79,2004,"FNP150"
"FNP000000000002",0,"Female",57,6.94,110.5,2000,"FNP009"
"FNP000000000002",0,"Female",50,8.69,110,1999,"FNP108"
"FNP000000000003",0,"Male",48,9,120,2000,"FNP015"
"FNP000000000003",0,"Male",57,13,119.6,2001,"FNP014"
"FNP000000000003",0,"Male",60,9.55,122.1,2001,"FNP010"
"FNP000000000003",0,"Male",38,10.3,117.5,1999,"FNP013"
"FNP000000000003",0,"Male",69,11.1,117.3,2002,"FNP024"
"FNP000000000003",0,"Male",62,12.6,119.4,2001,"FNP016"
"FNP000000000003",0,"Male",55,12.1,120.8,2000,"FNP013"
"FNP000000000004",0,"Male",31,11.3,118.8,2000,"FNP016"
"FNP000000000004",0,"Male",39,10.8,119.4,2001,"FNP150"
"FNP000000000004",0,"Male",14,8.19,109.4,1999,"FNP023"
"FNP000000000004",0,"Male",48,10.3,120.1,2002,"FNP012"
"FNP000000000004",0,"Male",33,11.6,120.5,2001,"FNP017"
"FNP000000000004",0,"Male",41,10.6,123.5,2001,"FNP013"
"FNP000000000004",0,"Male",21,9.25,116.8,2000,"FNP164"
"FNP000000000004",0,"Male",51,10.6,120.4,2002,"FNP024"
"FNP000000000010",0,"Female",38,7.9,114.5,1999,"FNP024"
"FNP000000000011",0,"Female",45,7.9,113.1,2002,"FNP005"
"FNP000000000011",0,"Female",21,6.09,106.8,2000,"FNP007"
"FNP000000000011",0,"Female",14,4.4,96.9,1999,"FNP011"
"FNP000000000011",0,"Female",31,8.6,111.3,2000,"FNP010"
"FNP000000000012",0,"Female",31,9,105.9,2000,"FNP025"
"FNP000000000012",0,"Female",33,8.1,98.19,2001,"FNP164"
"FNP000000000012",0,"Female",22,5.84,100.3,2000,"FNP163"
"FNP000000000012",0,"Female",14,5,95,1999,"FNP012"
"FNP000000000013",0,"Male",33,11.8,118,2001,"FNP013"
"FNP000000000013",0,"Male",14,5.09,96.19,1999,"FNP108"
"FNP000000000013",0,"Male",21,7.75,112.3,2000,"FNP012"
"FNP000000000013",0,"Male",31,10.3,115.8,2000,"FNP011"
"FNP000000000014",0,"Male",33,9.35,120,2000,"FNP006"
"FNP000000000015",0,"Male",31,8.3,112.5,2000,"FNP150"
"FNP000000000015",0,"Male",14,5,94.5,1999,"FNP011"
"FNP000000000015",0,"Male",33,9.85,112,2001,"FNP005"
"FNP000000000015",0,"Male",27,9,111,2000,"FNP164"
"FNP000000000015",0,"Male",36,8.39,113,2001,"FNP007"
"FNP000000000016",0,"Female",33,7.05,107.4,2000,"FNP150"
"FNP000000000016",0,"Female",45,8.19,106.1,2001,"FNP026"
"FNP000000000016",0,"Female",26,9.1,107,1999,"FNP012"
"FNP000000000016",0,"Female",43,9.1,106,2000,"FNP163"
"FNP000000000016",0,"Female",48,7.25,107.6,2001,"FNP150"
"FNP000000000017",0,"Female",41,7.69,108.5,2001,"FNP019"
"FNP000000000017",0,"Female",31,6.8,107.5,2000,"FNP019"
"FNP000000000017",0,"Female",38,8.19,107.9,2001,"FNP163"
"FNP000000000017",0,"Female",45,6.69,108,2002,"FNP019"
"FNP000000000017",0,"Female",24,6.3,107.8,2000,"FNP164"
"FNP000000000017",0,"Female",50,8,109.5,2002,"FNP087"
"FNP000000000017",0,"Female",63,5.4,116,2003,"FNP152"
"FNP000000000017",0,"Female",14,3.7,95.09,1999,"FNP019"
"FNP000000000018",0,"Male",62,11.8,123.5,2001,"FNP149"
"FNP000000000018",0,"Male",38,9.8,123.1,1999,"FNP022"
"FNP000000000018",0,"Male",45,11.9,124.9,2000,"FNP024"
"FNP000000000018",0,"Male",59,10.3,124,2001,"FNP031"
"FNP000000000018",0,"Male",57,13.3,124.5,2001,"FNP023"
"FNP000000000019",0,"Female",43,9.1,108.4,2000,"FNP026"
"FNP000000000019",0,"Female",51,10.8,108.5,2001,"FNP149"
"FNP000000000019",0,"Female",38,7.8,108.5,2000,"FNP198"
"FNP000000000019",0,"Female",26,7.8,105.8,1999,"FNP009"
"FNP000000000020",0,"Female",26,6.59,103.5,1999,"FNP009"
"FNP000000000021",0,"Female",55,8.8,107.1,2000,"FNP013"
"FNP000000000021",0,"Female",45,6.44,105.9,2000,"FNP015"
"FNP000000000021",0,"Female",38,8.89,106.6,1999,"FNP013"
"FNP000000000021",0,"Female",60,7.05,103.5,2001,"FNP008"
"FNP000000000022",0,"Female",26,6.5,107.6,1999,"FNP020"
"FNP000000000022",0,"Female",60,8.39,111.3,2002,"FNP037"
"FNP000000000022",0,"Female",63,9,112.4,2002,"FNP150"
"FNP000000000022",0,"Female",42,8.6,111.5,2000,"FNP034"
"FNP000000000022",0,"Female",45,8.3,108.9,2001,"FNP147"
"FNP000000000022",0,"Female",75,7.59,113.5,2003,"FNP038"
"FNP000000000022",0,"Female",53,6.8,108.6,2001,"FNP022"
"FNP000000000022",0,"Female",57,7.59,110.3,2002,"FNP030"
"FNP000000000022",0,"Female",50,7.59,110.8,2001,"FNP037"
"FNP000000000022",0,"Female",36,7.09,110.6,2000,"FNP019"
"FNP000000000022",0,"Female",48,7.69,111,2001,"FNP151"
"FNP000000000023",0,"Female",50,9.64,104.1,2001,"FNP024"
"FNP000000000023",0,"Female",53,8.75,101.5,2001,"FNP024"
"FNP000000000023",0,"Female",43,8.19,104.6,2000,"FNP027"
"FNP000000000023",0,"Female",26,6.5,100.8,1999,"FNP024"
"FNP000000000023",0,"Female",33,5.65,101.5,2000,"FNP188"
"FNP000000000023",0,"Female",60,7.8,106,2002,"FNP024"
"FNP000000000023",0,"Female",57,8.69,105.9,2002,"FNP025"
"FNP000000000025",0,"Female",21,6.44,105,2000,"FNP108"
"FNP000000000025",0,"Female",14,5,95,1999,"FNP024"
"FNP000000000026",0,"Male",33,9.19,108.5,2001,"FNP024"
"FNP000000000026",0,"Male",38,9.39,111.3,2001,"FNP010"
"FNP000000000026",0,"Male",14,2.7,80.3,1999,"FNP025"
"FNP000000000026",0,"Male",31,8.5,109.3,2000,"FNP188"
"FNP000000000026",0,"Male",21,5.55,100,2000,"FNP022"
"FNP000000000026",0,"Male",41,9.19,110.8,2001,"FNP014"
"FNP000000000026",0,"Male",36,8.85,109.9,2001,"FNP015"
"FNP000000000027",0,"Female",63,7,109.5,2001,"FNP190"
"FNP000000000027",0,"Female",45,6.69,110.8,2000,"FNP147"
"FNP000000000027",0,"Female",51,7.59,109.3,2000,"FNP195"
"FNP000000000028",0,"Female",14,4.59,93.09,1999,"FNP008"
"FNP000000000029",0,"Male",14,3.79,88.5,1999,"FNP008"
"FNP000000000030",0,"Female",57,6.9,102.8,2002,"FNP009"
"FNP000000000030",0,"Female",26,5.3,100,1999,"FNP002"
"FNP000000000030",0,"Female",33,4.55,101,2000,"FNP001"
"FNP000000000031",0,"Male",14,6.09,106.4,1999,"55"
"FNP000000000032",0,"Male",39,7.8,117.4,2000,"FNP015"
"FNP000000000032",0,"Male",26,5.3,109.1,1999,"FNP002"
"FNP000000000032",0,"Male",36,6.69,117.8,2000,"FNP002"
"FNP000000000033",0,"Female",14,3,87.59,1999,"FNP002"
"FNP000000000033",0,"Female",27,7.19,98.59,2000,"FNP196"
"FNP000000000034",0,"Male",33,10.7,122,2000,"FNP031"
"FNP000000000034",0,"Male",26,8.89,116,1999,"FNP152"
"FNP000000000035",0,"Male",26,9.39,120.5,1999,"FNP172"
"FNP000000000035",0,"Male",36,10.8,124.9,2000,"FNP164"
"FNP000000000036",0,"Female",30,7.19,111,2000,"FNP122"
"FNP000000000036",0,"Female",14,5.9,96.8,1999,"FNP121"
"FNP000000000036",0,"Female",38,9,112,2001,"FNP121"
"FNP000000000036",0,"Female",51,9.94,114,2002,"FNP122"
"FNP000000000036",0,"Female",51,9.94,114,2002,"FNP121"
"FNP000000000036",0,"Female",30,7.19,111,2000,"FNP121"
"FNP000000000036",0,"Female",24,7.59,110.5,2000,"FNP158"
"FNP000000000037",0,"Female",26,8.39,109.4,1999,"FNP116"
"FNP000000000038",0,"Female",14,6.19,104,1999,"73"
"FNP000000000038",0,"Female",24,8.89,111.5,2000,"FNP121"
"FNP000000000039",0,"Female",45,7,108.6,2002,"FNP116"
"FNP000000000039",0,"Female",21,6.84,104,2000,"FNP011"
"FNP000000000039",0,"Female",31,7.9,108.4,2000,"FNP119"
"FNP000000000039",0,"Female",33,7.69,108.9,2001,"FNP117"
"FNP000000000040",0,"Male",14,5.69,101.4,1999,"FNP118"
"FNP000000000041",0,"Male",14,6.8,104,1999,"FNP118"
"FNP000000000042",0,"Female",36,7.19,107.9,2001,"FNP116"
"FNP000000000042",0,"Female",48,7.9,109.8,2002,"FNP121"
"FNP000000000042",0,"Female",34,8.5,106.6,2001,"FNP121"
"FNP000000000042",0,"Female",48,7.9,109.8,2002,"FNP122"
"FNP000000000042",0,"Female",34,8.5,106.6,2001,"FNP122"
"FNP000000000042",0,"Female",21,6.25,105,2000,"FNP119"
"FNP000000000042",0,"Female",31,7.4,106.8,2000,"FNP118"
"FNP000000000042",0,"Female",14,5.3,98.4,1999,"FNP158"
"FNP000000000042",0,"Female",38,8.5,108.5,2001,"FNP118"
"FNP000000000042",0,"Female",50,9.19,110.1,2002,"FNP120"
"FNP000000000042",0,"Female",41,9.1,109.3,2001,"FNP119"
"FNP000000000043",0,"Female",43,7.8,109,2000,"FNP170"
"FNP000000000043",0,"Female",34,7.05,109.1,2000,"FNP039"
"FNP000000000043",0,"Female",26,6.9,103.8,1999,"88"
"FNP000000000044",0,"Male",38,10.3,132.3,1999,"FNP172"
"FNP000000000045",0,"Female",14,5.5,100,1999,"FNP152"
"FNP000000000046",0,"Female",26,7.5,108.3,1999,"FNP031"
"FNP000000000047",0,"Male",26,8.6,116.6,1999,"FNP030"
"FNP000000000048",0,"Male",26,9.5,121.8,1999,"FNP119"
"FNP000000000049",0,"Female",14,5.09,99.3,1999,"FNP151"
"FNP000000000050",0,"Female",26,9.39,111.1,1999,"FNP152"
"FNP000000000051",0,"Male",48,10.3,124.1,2000,"FNP040"
"FNP000000000051",0,"Male",38,10.8,123.5,1999,"FNP038"
"FNP000000000051",0,"Male",46,10.4,124,2000,"FNP031"
"FNP000000000052",0,"Male",41,11,124.4,2001,"FNP023"
"FNP000000000052",0,"Male",63,10,126.6,2003,"FNP031"
"FNP000000000052",0,"Male",51,11.6,124.3,2002,"FNP016"
"FNP000000000052",0,"Male",38,11.1,125.5,2001,"FNP030"
"FNP000000000052",0,"Male",14,5.4,104.9,1999,"86"
"FNP000000000052",0,"Male",45,12.3,125,2002,"FNP022"
"FNP000000000052",0,"Male",31,10.1,122.5,2000,"FNP031"
"FNP000000000052",0,"Male",48,9.64,123.6,2002,"FNP163"
"FNP000000000053",0,"Male",60,11.1,126.4,2002,"FNP025"
"FNP000000000053",0,"Male",74,8.3,121.5,2003,"FNP028"
"FNP000000000053",0,"Male",26,9.3,116,1999,"FNP118"
"FNP000000000053",0,"Male",36,10.6,124.5,2000,"FNP039"
"FNP000000000053",0,"Male",42,13,126.5,2000,"FNP170"
"FNP000000000053",0,"Male",50,11.8,126.4,2001,"FNP031"
"FNP000000000054",0,"Female",14,4.9,96.9,1999,"FNP119"
"FNP000000000054",0,"Female",38,8.8,110.9,2001,"FNP031"
"FNP000000000055",0,"Male",14,4.5,97.59,1999,"FNP028"
"FNP000000000056",0,"Female",36,8.69,109.5,2000,"FNP151"
"FNP000000000056",0,"Female",50,8.5,108.7,2001,"82"
"FNP000000000056",0,"Female",26,7.19,109,1999,"FNP040"
"FNP000000000057",0,"Female",14,4.9,99,1999,"FNP030"
"FNP000000000057",0,"Female",24,6.9,111.4,2000,"FNP121"
"FNP000000000057",0,"Female",24,6.9,111.4,2000,"FNP122"
"FNP000000000058",0,"Female",38,6.3,107.5,1999,"FNP122"
"FNP000000000058",0,"Female",38,6.3,107.5,1999,"FNP121"
"FNP000000000058",0,"Female",75,8,109,2002,"FNP118"
"FNP000000000058",0,"Female",48,7.9,109.5,2000,"FNP019"
"FNP000000000059",0,"Male",26,8.39,124.6,1999,"FNP117"
"FNP000000000061",0,"Male",27,13.3,124.6,2000,"FNP108"
"FNP000000000062",0,"Male",39,13.3,123,2000,"FNP100"
"FNP000000000062",1,"Male",50,10.3,126.1,2001,"FNP096"
"FNP000000000063",0,"Male",27,11,117.5,2000,"FNP107"
"FNP000000000064",0,"Male",27,9.69,119.1,2000,"FNP101"
"FNP000000000065",0,"Female",27,10.8,113.3,2000,"FNP125"
"FNP000000000069",0,"Female",51,12.8,114.9,2000,"FNP115"
"FNP000000000071",0,"Female",39,11.6,113.6,2000,"FNP125"
"FNP000000000075",0,"Female",27,10,108.4,2000,"FNP105"
"FNP000000000075",0,"Female",27,10,108.4,2000,"FNP124"
"FNP000000000076",1,"Male",62,11.3,126.5,2001,"FNP096"
"FNP000000000076",0,"Male",51,10.5,130,2000,"FNP107"
"FNP000000000086",0,"Female",27,10.1,105.5,2000,"FNP096"
"FNP000000000087",0,"Male",27,10.3,115.9,2000,"FNP105"
"FNP000000000087",0,"Male",27,10.3,115.9,2000,"FNP124"
"FNP000000000093",0,"Female",27,10.1,110,2000,"FNP107"
"FNP000000000098",0,"Male",38,12,125.1,2001,"FNP100"
"FNP000000000098",0,"Male",27,12.1,117.5,2000,"FNP103"
"FNP000000000105",0,"Male",34,10.4,125.9,2000,"FNP040"
"FNP000000000105",0,"Male",50,10.5,125.8,2001,"FNP102"
"FNP000000000106",0,"Female",72,8.25,115.9,2002,"FNP160"
"FNP000000000111",0,"Female",39,8.8,108.4,2002,"16"
"FNP000000000113",0,"Female",21,6.8,99.09,2001,"FNP149"
"FNP000000000113",0,"Female",24,7,100.5,2001,"FNP020"
"FNP000000000113",0,"Female",19,6.19,99,2000,"FNP012"
"FNP000000000117",0,"Female",21,6.19,99.09,2001,"FNP016"
"FNP000000000117",0,"Female",29,7.75,101.1,2001,"FNP015"
"FNP000000000117",0,"Female",26,8.6,99.9,2001,"FNP021"
"FNP000000000117",0,"Female",36,8.19,102.3,2002,"FNP022"
"FNP000000000117",0,"Female",50,8,107.9,2003,"FNP026"
"FNP000000000117",0,"Female",33,7.19,100.5,2002,"FNP014"
"FNP000000000117",0,"Female",19,6.09,97.4,2000,"FNP164"
"FNP000000000118",0,"Female",21,7.55,105.5,2001,"FNP007"
"FNP000000000118",0,"Female",29,8.39,104.4,2001,"FNP010"
"FNP000000000120",0,"Female",29,7.5,106.3,2001,"FNP023"
"FNP000000000120",0,"Female",19,6.19,102.5,2000,"FNP022"
"FNP000000000120",0,"Female",24,7,104.9,2001,"FNP027"
"FNP000000000121",0,"Male",29,7.19,102.9,2001,"FNP015"
"FNP000000000121",0,"Male",19,8.6,111.1,2000,"FNP005"
"FNP000000000123",0,"Female",19,8.1,107.5,2000,"FNP030"
"FNP000000000125",0,"Male",21,11.1,119.5,2001,"FNP030"
"FNP000000000126",0,"Female",21,7.4,106.4,2001,"FNP023"
"FNP000000000126",0,"Female",19,6.8,105,2000,"FNP163"
"FNP000000000127",0,"Female",33,7.4,103.3,2002,"FNP012"
"FNP000000000127",0,"Female",26,7.9,103.1,2001,"FNP008"
"FNP000000000127",0,"Female",21,6.75,102.3,2001,"FNP025"
"FNP000000000127",0,"Female",36,7.3,103.8,2002,"FNP013"
"FNP000000000127",0,"Female",19,5.4,98.4,2000,"FNP008"
"FNP000000000128",0,"Female",19,7,105.6,2000,"FNP028"
"FNP000000000128",0,"Female",27,9,110.7,2001,"FNP029"
"FNP000000000128",0,"Female",29,8.3,109.6,2001,"FNP028"
"FNP000000000129",0,"Male",22,9.35,121.9,2000,"FNP161"
"FNP000000000129",0,"Male",35,11.4,126.3,2001,"FNP038"
"FNP000000000129",0,"Male",48,12.3,127.4,2002,"FNP084"
"FNP000000000129",0,"Male",38,11.3,126.6,2001,"FNP086"
"FNP000000000130",0,"Female",21,7.4,104.5,2001,"FNP120"
"FNP000000000130",0,"Female",18,6.19,100,2000,"FNP119"
"FNP000000000132",0,"Male",19,8.3,110.8,2000,"FNP086"
"FNP000000000133",0,"Female",51,8.19,109.5,2003,"FNP088"
"FNP000000000133",0,"Female",26,7.59,105.5,2001,"FNP119"
"FNP000000000134",0,"Female",21,7.3,109,2001,"FNP171"
"FNP000000000134",0,"Female",26,8.5,111,2001,"FNP033"
"FNP000000000134",0,"Female",29,9.19,110.3,2001,"FNP034"
"FNP000000000134",0,"Female",18,6.59,106.5,2000,"FNP039"
"FNP000000000135",0,"Male",34,11.9,126.9,2000,"FNP172"
"FNP000000000136",0,"Female",26,7.09,102.1,2001,"FNP115"
"FNP000000000137",0,"Male",43,10.7,122.5,2000,"FNP151"
"FNP000000000137",0,"Male",60,11.3,128.3,2002,"FNP040"
"FNP000000000137",0,"Male",50,11.5,120.5,2001,"FNP170"
"FNP000000000137",0,"Male",48,10.6,120.9,2001,"FNP034"
"FNP000000000137",0,"Male",34,8.64,105.9,2000,"FNP151"
"FNP000000000138",0,"Female",19,6.19,104,2000,"FNP119"
"FNP000000000138",0,"Female",24,7.09,106.4,2001,"FNP117"
"FNP000000000138",1,"Female",39,8.69,110.8,2002,"FNP116"
"FNP000000000138",0,"Female",36,8.6,111.5,2002,"FNP118"
"FNP000000000138",0,"Female",26,7.8,108.3,2001,"FNP118"
"FNP000000000138",0,"Female",21,7.5,106.6,2001,"FNP120"
